title,author,abstract
Cambrian origin of the arachnid brain reveals early divergence of Chelicerata,"Nicholas J.,Frank,Nicholas J.,Frank,Nicholas J.,Frank","Fossils from the lower Cambrian provide crucial insights into the origin of arthropod lineages: Mandibulata, exemplified by centipedes, insects, and crustaceans; and Chelicerata, whose descendants include sea spiders and horseshoe crabs and terrestrial spiders, scorpions, and ticks. One fossil genus claimed as an early Cambrian chelicerate is ,, defined by its clustered limbs beneath a rostral carapace, segmented trunk and pygidium, approximating a prosoma-opisthosoma-like organization. Here, we demonstrate singularly preserved trace neuronal tissues that identify a cerebral organization of , uniquely distinct from brains attributed to upper stem euarthopods. The fossilized neural traces reveal a copious asegmental cerebrum lying above contiguous ganglia associated with their clustered appendages. This arrangement exclusively characterizes the central nervous systems of extant arachnids. Comparison with the brains of megacheiran chelicerates illuminates the marine origin of Arachnida at the base of the chelicerate tree of life leading to today’s most versatile arthropod predators."
Membrane potential modulates ERK activity and cell proliferation,"Mari,Masanobu,Takuya,Fumihito,Mari,Masanobu,Takuya,Fumihito,Mari,Masanobu,Takuya,Fumihito","The plasma membrane potential has been linked to cell proliferation for more than 40 years. Here we experimentally showed that membrane depolarization upregulates cell mitosis, and that this process is dependent on voltage-dependent activation of ERK.  ERK activity exhibits a membrane potential-dependency that is independent from the growth factor. This membrane potential dependence was observed even close to the resting membrane potential, indicating that small changes in resting membrane potential can alter cell proliferative activity. The voltage-dependent ERK activity is derived from changed dynamics of phosphatidylserine which is present in the plasma membrane and not by extracellular calcium entry. The data suggests that crucial biological processes such as cell proliferation are regulated by the physicochemical properties of the lipid.　This study suggests that membrane potential may have diverse physiological functions beyond the action potential, which is well-established in the neural system."
"Genetically encoded fluorescent sensors for visualizing polyamine levels, uptake, and distribution","Ryo,Jialin,Marijke,Jacqueline F.,David A.,Peter,Loren L.,Ryo,Jialin,Marijke,Jacqueline F.,David A.,Peter,Loren L.,Ryo,Jialin,Marijke,Jacqueline F.,David A.,Peter,Loren L.","Polyamines are abundant and physiologically essential biomolecules that play a role in numerous processes, but are disrupted in diseases such as cancer, and cardiovascular and neurological disorders. Despite their importance, measuring free polyamine concentrations and monitoring their metabolism and uptake in cells in real-time remains impossible due to the lack of appropriate biosensors. Here we engineered, characterized, and validated the first genetically encoded biosensors for polyamines, named iPASnFRs. We demonstrate the utility of iPASnFR for detecting polyamine import into mammalian cells, to the cytoplasm, mitochondria, and the nucleus. We demonstrate that these sensors are useful to probe the activity of polyamine transporters and to uncover biochemical pathways underlying the distribution of polyamines amongst organelles. The sensors powered a high-throughput small molecule compound library screen, revealing multiple compounds in different chemical classes that strongly modulate cellular polyamine levels. These sensors will be powerful tools to investigate the complex interplay between polyamine uptake and metabolic pathways, address open questions about their role in health and disease, and enable screening for therapeutic polyamine modulators."
Discovery of a multipotent cell type from the term human placenta,"Sangeetha,Esmaa,Bingyan,Prabhu,Micayla,Carlos,Michael,Lori,Fumiko,Rachel,Shari,Rhoda,Hina W.,Sangeetha,Esmaa,Bingyan,Prabhu,Micayla,Carlos,Michael,Lori,Fumiko,Rachel,Shari,Rhoda,Hina W.,Sangeetha,Esmaa,Bingyan,Prabhu,Micayla,Carlos,Michael,Lori,Fumiko,Rachel,Shari,Rhoda,Hina W.","We report a population of multipotent cells isolated from term human placentas, for the first time, that differentiates into cardiomyocytes and vascular cells with clonal ability, migratory ability, and trancriptomic evidence of immune privilege. Caudal-type homeobox-2 (CDX2) is a conserved factor that regulates trophectoderm formation and placentation during early embryonic development but has not previously been implicated in developmentally conserved regenerative mechanisms. We earlier reported that murine Cdx2 cells restored cardiac function after intravenous delivery in male mice with experimental myocardial infarction (MI). Here we demonstrate that CDX2 cells found in human chorion are poised for cardiovascular differentiation. We isolated CDX2 cells from term placentas of 150 healthy patients and showed that they spontaneously differentiate into cardiomyocytes, functional vascular cells, and retain homing ability in vitro with a transcriptome that supports enhanced cardiogenesis, vasculogenesis, immune modulation, and chemotaxis gene signatures.  They restore cardiac function when administered to NOD/SCID mice subjected to MI. CDX2 cells can be clonally propagated in culture with retention of cardiovascular differentiation. Our data compels further use of this ethically feasible cell source in the design of therapeutic strategies for cardiovascular disease."
β-adrenergic blockers increase cAMP and stimulate insulin secretion through a PKA/RYR2/TRPM5 pathway in pancreatic β-cells in vitro,"Naoya,Risa,Yusuke,Kenju,Yuko,Yuichiro,Atsushi,Naoya,Risa,Yusuke,Kenju,Yuko,Yuichiro,Atsushi,Naoya,Risa,Yusuke,Kenju,Yuko,Yuichiro,Atsushi","β-adrenergic blockers (β-blockers) are extensively utilized in the treatment of various cardiovascular conditions. However, their direct effects on insulin secretion from pancreatic β-cells remain largely unexplored. This study investigates the impact of β-blockers on insulin secretion utilizing MIN6-K8 clonal β-cells and mouse islets in vitro. Various non-selective and β1-selective β-blockers were found to amplify glucose- and glimepiride-induced insulin secretion 1.5-2 fold. Surprisingly, some of the β-blockers (propranolol and bisoprolol) were found to increase cAMP production 5-10 fold via adenylyl cyclase, the effects being dependent on α2-adrenoceptors, which suggests cross-reactivity of these β-blockers and their receptors. Propranolol-stimulated insulin secretion involves a novel signaling pathway mediated by protein kinase A (PKA), ryanodine receptor 2 (RYR2), and transient receptor potential cation channel subfamily M member 5 (TRPM5). Initially, cAMP activates PKA and triggers RYR2 phosphorylation and extracellular Ca, influx, leading to Ca,-induced Ca, release (CICR). Subsequently, CICR activates TRPM5, resulting in augmented extracellular Ca, influx through the L-type voltage-dependent Ca, channel (VDCC). Remarkably, propranolol-stimulated insulin secretion exhibited greater efficacy in diabetic mouse islets than in lean mouse islets, suggesting a potential strategy for the restoration of cAMP-stimulated insulin secretion in diabetic β-cells. Our findings provide insights into the fundamental pharmacology of adrenoceptors and the regulatory mechanisms of insulin secretion."
SERPINB5-TGF-β signalling modulates desmoplakin membrane localization and ameliorates pemphigus vulgaris skin blistering,"Maitreyi,Aude,Henriette,Tomas,Dario,Michael,Enno,Volker,Maitreyi,Aude,Henriette,Tomas,Dario,Michael,Enno,Volker,Maitreyi,Aude,Henriette,Tomas,Dario,Michael,Enno,Volker","Impairment of desmosomal cell-cell adhesion leads to several life-threatening diseases such as the autoimmune skin blistering disorder pemphigus vulgaris (PV). Disease management strategies that stabilize intercellular adhesion, in addition to the existing immunosuppression therapies, may result in improved clinical outcomes. Previous findings showed that the serine protease inhibitor SERPINB5 promotes intercellular adhesion by binding to and regulating the localization of the desmosomal adapter molecule desmoplakin (DSP) at the plasma membrane. We here show that SERPINB5 overexpression prevents PV-IgG-mediated loss of cell-cell adhesion and the loss of DSP from the cell membrane. We mechanistically demonstrate that SERPINB5 loss deregulates TGF-β signalling, a pathway known to destabilize DSP in keratinocytes. TGF-β signalling was also activated in skin biopsies of PV patients and keratinocytes treated with PV autoantibodies, suggesting a contribution to disease. Inhibition of TGF-β activation ameliorated PV-IgG-mediated loss of cell-cell adhesion, increased DSP membrane expression, and prevented PV-IgG-induced blister formation in a human ex-vivo skin model. Together, SERPINB5 modulates DSP and intercellular adhesion through the regulation of TGF-β signalling. Further, TGF-β signalling was identified as a potential target for pemphigus treatment."
Modeling of Rate Heterogeneity in Datasets Compiled for Use With Parsimony,"April M.,Brenen M.,April M.,Brenen M.,April M.,Brenen M.","In recent years, there has been an increased interest in modeling morphological traits using Bayesian methods. Much of the work associated with modeling these characters has focused on the substitution or evolutionary model employed in the analysis. However, there are many other assumptions that researchers make in the modeling process that are consequential to estimated phylogenetic trees. One of these is how among-character rate variation (ACRV) is parameterized. In molecular data, a discretized gamma distribution is often used to allow different characters to have different rates of evolution. Morphological data are collected in ways that fundamentally differ from molecular data. In this paper, we appraise the use of standard parameters for ACRV and provide recommendations to researchers who work with morphological data in a Bayesian framework."
Bacterial sensing via Neuronal Receptor Initiates Gut Mitochondrial Surveillance for Host Adaptation,"Huimin,Panpan,Xubo,FanRui,Guojing,Zhao,Bin,Huimin,Panpan,Xubo,FanRui,Guojing,Zhao,Bin,Huimin,Panpan,Xubo,FanRui,Guojing,Zhao,Bin",
Basal Cambrian soft-bodied segmented bilaterians preserved as microbial pseudomorphs,"Xiaoguang,Deng,Zhiliang,Xing,Jie,Wenjing,Yiqun,Kentaro,Tsuyoshi,Jian,Xiaoguang,Deng,Zhiliang,Xing,Jie,Wenjing,Yiqun,Kentaro,Tsuyoshi,Jian,Xiaoguang,Deng,Zhiliang,Xing,Jie,Wenjing,Yiqun,Kentaro,Tsuyoshi,Jian",
"The relationship between microbial community succession, decay, and anatomical character loss in non-biomineralised animals","Thomas,Robert,Sarah,Duncan,Martha,Andrew,Christopher,Orla,Mark,Thomas,Robert,Sarah,Duncan,Martha,Andrew,Christopher,Orla,Mark,Thomas,Robert,Sarah,Duncan,Martha,Andrew,Christopher,Orla,Mark","A fundamental assumption of hypothesis-driven decay experiments is that, during decay, the loss of anatomy follows a sequence broadly controlled by the intrinsic compositional properties of tissues. Recent work investigating the succession of postmortem endogenous microbial communities (thanatomicrobiome) challenges this assumption. These studies suggest the thanatomicrobiome exhibits a predictable, clock-like succession in response to physical and chemical environmental changes within a carcass. Therefore, it is possible that reproducible sequences of character loss during decay are controlled by thanatomicrobiome succession dynamics. If so, exceptionally preserved fossil anatomy would reflect a succession of ancient contemporaneous microbial communities, about which we know nothing, rendering decay experiments uninformative. Here, we investigate two questions: (1) what is the role of exogenous and endogenous bacteria during formation of the thanatomicrobiome and (2) do thanatomicrobiome successions control the sequence of anatomical character loss within a decaying carcass? Our analysis shows that the thanatomicrobiome is dominated by endogenous bacteria and that, even in the presence of inoculum, exogenous bacteria do not invade the carcass and replace native bacteria (while the carcass is intact). This confirms that the use of environmental inoculum in decay experiments introduces an inadvisable confounding variable. Secondly, we find no correlation between thanatomicrobiome successions and the sequence of anatomical character loss, supporting that fossil non-biomineralised characters correlate with their propensity to decay in extant relatives. These findings indicate that the inability to model ancient bacteria does not invalidate decay experiments. We also present a synthesis of the role of bacteria in non-biomineralised fossilisation."
", the earliest ovule with three wings and without cupule","Deming,Jiangnan,Le,Yi,Peng,Min,Pu,Deming,Jiangnan,Le,Yi,Peng,Min,Pu,Deming,Jiangnan,Le,Yi,Peng,Min,Pu"," email: ,, "
Sponges of the Lower Greensand Group (Lower Cretaceous) of England; a revision,"Consuelo,Stephen,Consuelo,Stephen,Consuelo,Stephen",
"Devonian stromatoporoid historical collections in the Natural History Museum, London (UK): redescription, taxonomic revision and implications for stromatoporoid global paleobiogeography","Jiayuan,Consuelo,Stephen,Jiayuan,Consuelo,Stephen,Jiayuan,Consuelo,Stephen","Devonian stromatoporoid collections in the Natural History Museum, London (UK) have been deposited for over 100 years. The characteristics and systematic position of these specimens, however, have received little attention. In this study, a total of 307 Devonian stromatoporoid specimens comprising material documented by Nicholson (1886–1892) from the UK, Germany, United States, and Canada, plus specimens described by ,, ,, b, c) from Australia, were re-examined. Overall, 50 species belonging to 29 genera were systematically redescribed based on recent progress, mainly including ,, ,, ,, ,, ,. Three-dimensional reconstructions of the type genus are illustrated following the earlier works of , and Cockbain (1984). The reconstructed skeletons reveal stromatoporoid architectural patterns, crucial for enhancing understanding and revision of stromatoporoid identification. This study underscores the significance of three-dimensional reconstruction in taxonomic research on stromatoporoid. The NHMUK material is combined with data from publications and the Paleobiology Database (PBDB) to perform a network analysis of the global occurrence of Devonian stromatoporoids at the generic level; this reveals a close relationship of global stromatoporoid fauna during the Early Devonian, indicating a widespread distribution, despite this interval being regarded as a time of global stromatoporoid contraction. The Middle Devonian assemblage shows a much higher cosmopolitan occurrence in the context of the subsequent Eifelian-Givetian global stromatoporoid proliferation, consistent with the known pattern from other studies of Middle Devonian stromatoporoids. Overall, the NHMUK collections are a valuable resource to help understand the global occurrence of Devonian stromatoporoids."
"A novel , model of muscle contraction to measure muscle endocrine and paracrine signalling","Carole,Élise,Antonio,Lucas,Bruno,Anita,Rémi,Carole,Élise,Antonio,Lucas,Bruno,Anita,Rémi,Carole,Élise,Antonio,Lucas,Bruno,Anita,Rémi",
"Oxygen chemoreceptor inhibition by dopamine D, receptors in isolated zebrafish gills","Maddison,Michael G.,Maddison,Michael G.,Maddison,Michael G.","Dopamine is an essential modulator of oxygen sensing and control of ventilation and was the first neurotransmitter described in the carotid body. Little is known of the evolutionary significance of dopamine in oxygen sensing, or whether it plays a similar role in anamniotes. In the model vertebrate, zebrafish (,), presynaptic dopamine D, receptor expression was demonstrated in gill neuroepithelial cells (NECs)—analogues of mammalian oxygen chemoreceptors; however, a mechanism for dopamine and D, in oxygen sensing in the gills had not been defined. The present study tested the hypothesis that presynaptic D, receptors provide a feedback mechanism that attenuates the chemoreceptor response to hypoxia. Using an isolated gill preparation from Tg(,:GCaMP6s) zebrafish, we measured hypoxia-induced changes in intracellular Ca, concentration ([Ca,],) in NECs and postsynaptic neurons. Activation of D, with dopamine or specific D, agonist, quinpirole, decreased hypoxic responses in NECs; whereas D, antagonist, domperidone, had the opposite effect. Addition of SQ22536, an adenylyl cyclase (AC) inhibitor, decreased the effect of hypoxia on [Ca,],, similar to dopamine. Activation of AC by forskolin partially recovered the suppressive effect of dopamine on the Ca, response to hypoxia. Further, we demonstrate that the response to hypoxia in postsynaptic sensory neurons was dependent upon innervation with NECs, and was subject to modulation by activation of presynaptic D,. Our results provide the first evidence of neurotransmission of the hypoxic signal at the NEC-nerve synapse in the gill and suggest that a presynaptic, modulatory role for dopamine in oxygen sensing arose early in vertebrate evolution."
Osmoregulation affects elimination of microplastics in fish in freshwater and marine environments,"Hilda Mardiana,Toshiyuki,Suhaila,Koji,Hilda Mardiana,Toshiyuki,Suhaila,Koji,Hilda Mardiana,Toshiyuki,Suhaila,Koji",
Metabolism fine tuning and cardiokines secretion represent adaptative responses of the heart to High Fat and High Sugar Diets in flies,"Lucie,Laurent,Magali,Sallouha,Charis,Alice,Loïc,Laurence,Laurent,Nathalie,Lucie,Laurent,Magali,Sallouha,Charis,Alice,Loïc,Laurence,Laurent,Nathalie,Lucie,Laurent,Magali,Sallouha,Charis,Alice,Loïc,Laurence,Laurent,Nathalie",
Does PERM1 Regulate Systolic Cardiac Function? A Game of Numbers.,"Alexey V,Karthi,Brianna,Junco S,Alexey V,Karthi,Brianna,Junco S,Alexey V,Karthi,Brianna,Junco S","We and others demonstrated that PERM1 is a positive regulator of mitochondrial bioenergetics in the heart. However, discrepant results have emerged with regard to whether PERM1 loss-of-function affect cardiac contractility. In order to exclude the possibility that the reported negative results can be due to insufficient power of statistical test, we conducted a more robust echocardiography (Echo) analysis by increasing the sample size. We used Perm1-KO and their respective wildtype (WT) littermates, which were destined to tissue harvest. This yielded 84 WT mice and 88 Perm1-KO mice. We analyzed Echo-derived parameters of left ventricular (LV) systolic function. At the end of the study, ejection fraction (EF) was 65.43 +/- 7.13 in WT vs. 53.98 +/- 8.80 in Perm1-KO yielding p < 0.00000000000000004. Other parameters which reached statistically significant difference between WT and Perm1-KO (at p < 0.05) included LV fractional shortening (FS), LV diastolic and systolic diameters, LV anterior and posterior systolic wall thickness, LV posterior wall systolic thickening, stroke volume, and cardiac output (CO). Retrospectively, a p value < 0.05 was consistently achieved in assessment of EF only after average N per group reached 13. Larger minimal N per group were required for other parameters. Of interest, in both groups there were no correlation between EF% and CO. At the same time, in both groups EF strongly inversely correlated with LV diastolic diameter. This led us to a speculation that low EF may be in part compensated by an increased LV circumference, for the purpose of maintaining invariant CO. Indeed, the intergroup difference in CO (6%) was much smaller than the intergroup difference in EF (18%). We conclude that PERM1 does regulate cardiac mechanics. Changes caused by constitutive Perm1-KO can be conceptualized as reduced contractility partially compensated by increased LV circumference. This study underscores the importance of sufficiently large sample size for detecting significant differences in Echo data."
Impaired Suppression of Plasma Lipid Extraction and its Partitioning Away from Muscle by Insulin in Humans with Obesity,"Christos S.,Lee,Nyssa,Lori R.,Eleanna,Lawrence J.,Kailin,Marek,Matthew R.,Christos S.,Lee,Nyssa,Lori R.,Eleanna,Lawrence J.,Kailin,Marek,Matthew R.,Christos S.,Lee,Nyssa,Lori R.,Eleanna,Lawrence J.,Kailin,Marek,Matthew R.",
"Effect of high-altitude exposure on skeletal muscle mitochondrial subcellular distribution, ultrastructure and respiration in sea-level residents","Camilla Tvede,Joachim,Niels,Anne-Kristine Meinild,Robert Acton,Carsten,Camilla Tvede,Joachim,Niels,Anne-Kristine Meinild,Robert Acton,Carsten,Camilla Tvede,Joachim,Niels,Anne-Kristine Meinild,Robert Acton,Carsten","Endurance exercise performance is associated with a well-developed skeletal muscle mitochondrial network, which is composed of subsarcolemmal mitochondria interconnected with intermyofibrillar mitochondria bending around the myofibrils. High-altitude exposure is typically incorporated in elite sport training regimens, but little is known about how this network adapts to an environment characterised by tissue hypoxia. For this reason, we investigated how high-altitude exposure affects mitochondrial subcellular distribution, ultrastructure, respiratory control, and intrinsic mitochondrial respiratory capacity. Nine healthy and recreationally active sea-level residents (eight males and one female) resided at an altitude of 3454 m with biopsies collected from the vastus lateralis muscle before and after 7 and 28 days at high altitude. The muscular mitochondrial volume density (MitoVD) increased after high-altitude exposure, driven by an increase in the intermyofibrillar MitoVD. This was however accompanied by a decreased cristae surface area per skeletal muscle fibre volume (MuscularCD) because of a decline in the cristae surface area per mitochondrial volume (MitoCD). Despite a reduced MuscularCD, mass-specific maximal coupled respiration (OXPHOS_CII+CI+ETF) increased slightly, and was considerably elevated when normalised to MuscularCD, suggesting intrinsic adaptations to high altitude. The difference between cristae-specific OXPHOS_CII+CI+ETF and an associated cristae-specific leak respiration (Leak_CII+CI+ETF) indicated a markedly higher degree of coupling between the electron flow in the electron transport system and ATP production. As the effect size 95% confidence intervals includes trivial effects the results need to be substantiated. In conclusion, high-altitude exposure altered mitochondrial subcellular distribution, ultrastructure and induced intrinsic respiratory adaptations."
FieldDino: High-throughput physio-morphological phenotyping of stomatal characteristics for plant breeding research,"Edward D,Guy RY,Andrew,William T,Edward D,Guy RY,Andrew,William T,Edward D,Guy RY,Andrew,William T","Stomatal anatomy and physiology define CO2 availability for photosynthesis and regulate plant water use. Despite being key drivers of yield and dynamic responsiveness to abiotic stresses, conventional measurement techniques of stomatal traits are laborious and slow, limiting adoption in plant breeding. Advances in instrumentation and data analyses present an opportunity to screen stomatal traits at scales relevant to plant breeding. We present a high-throughput field-based phenotyping approach, FieldDino, for screening of stomatal physiology and anatomy. The method allows coupled measurements to be collected in <15 s and consists of: (1) stomatal conductance measurements using a handheld porometer; (2) in situ collection of epidermal images with a digital microscope, 3D-printed leaf clip and Python-based app; and (3) automated deep learning analysis of stomatal features. The YOLOv8-M model trained on images collected in the field achieved strong performance metrics with an mAP@0.5 of 97.1% for stomatal detection. Validation in large field trials of 200 wheat genotypes with two irrigation treatments captured wide diversity in stomatal traits. FieldDino enables stomatal data collection and analysis at unprecedented scales in the field. This will advance research on stomatal biology and accelerate the incorporation of stomatal traits into plant breeding programs for resilience to abiotic stress."
Lead as a toxic environmental toxicant in models of synucleinopathies,"Liana,Ângela,Filipa,Isabel,Vera,Tiago F.,Liana,Ângela,Filipa,Isabel,Vera,Tiago F.,Liana,Ângela,Filipa,Isabel,Vera,Tiago F.","Lead, a toxic heavy metal, is prevalent in various industrial applications, contributing to environmental contamination and significant health concerns. Lead affects various body systems, especially the brain, causing long-lasting cognitive and behavioral changes. While most studies have focused on continuous lead exposure, intermittent exposure, such as that caused by migration or relocations, has received less attention. Importantly, lead exposure intensifies the severity of Parkinson’s disease (PD) and dementia with Lewy bodies, diseases involving the accumulation of alpha-synuclein (aSyn) in the brain and in the gut. Although, the precise mechanisms underlying these observations remain unclear, oxidative stress and mitochondrial dysfunction likely play a role. Here, we investigated how two different profiles of lead exposure - continuous and intermittent - affect models of synucleinopathies. We found that lead exposure enhances the formation of aSyn inclusions, resulting in an increase in both their number and size in cell models. In addition, we found that animals injected with aSyn pre-formed fibrils display serine 129-phosphorylated aSyn inclusions and a reduction in astrocytes in the substantia nigra. These animals also display neuronal damage and alterations in locomotor activity, exploratory behavior, anxiety, memory impairments and hypertension. Our results suggest a mechanistic link between environmental lead exposure and the onset and progression of diseases associated with aSyn pathology. Understanding the molecular and cellular interactions between lead and aSyn is crucial for shaping public health policies and may provide novel insight into strategies for mitigating the impact of environmental toxins on neurodegenerative processes involved in Parkinson’s disease and related synucleinopathies."
Representations of stimulus meaning in the hippocampus,"Jeremy S,Max A,Austin,Hye Sun,Lexi Zichen,Shazreh,Daniel L,Andrew O,Joshua X,Mazen A,Jeremy S,Max A,Austin,Hye Sun,Lexi Zichen,Shazreh,Daniel L,Andrew O,Joshua X,Mazen A,Jeremy S,Max A,Austin,Hye Sun,Lexi Zichen,Shazreh,Daniel L,Andrew O,Joshua X,Mazen A","The ability to discriminate and categorize the meaning of environmental stimuli and respond accordingly is essential for survival. The ventral hippocampus (vHPC) controls emotional and motivated behaviors in response to environmental cues and is hypothesized to do so in part by deciphering the positive or negative quality of these cues. Yet, what features of the environment are represented in the activity patterns of vCA1 neurons, and whether the positive or negative meaning of a stimulus is present at this stage, remains unclear. Here, using 2-photon calcium imaging across six different experimental paradigms, we consistently found that vCA1 ensembles encode the identity, sensory features, and intensity of learned and innately salient stimuli, but not their overall valence. These results offer a reappraisal of vCA1 function, wherein information corresponding to individual stimulus features and their behavioral saliency predominates, while valence-related information is attached elsewhere."
Temporally delayed representations in alpha and beta rhythms in higher-order cortical networks track increasing relational integration demands,"Conor N,Luca,Takuya,Luke J,Conor N,Luca,Takuya,Luke J,Conor N,Luca,Takuya,Luke J","Relational reasoning is the ability to infer and understand the relations between multiple elements. In humans, this ability supports higher cognitive functions and is linked to fluid intelligence. Relational complexity (RC) is a cognitive framework that offers a generalisable method for classifying the complexity of reasoning problems. To date, increased RC has been linked to static patterns of brain activity supported by the frontoparietal system, but limited work has assessed the multivariate spatiotemporal dynamics that code for RC. To address this, we conducted representational similarity analysis in two independent neuroimaging datasets (Dataset 1 fMRI, n=40; Dataset 2 EEG, n=45), where brain activity was recorded while participants completed a visuospatial reasoning task that included different levels of RC (Latin Square Task). Our findings revealed that, spatially, RC representations were widespread, peaking in brain networks associated with higher-order cognition (frontoparietal, dorsal-attention, and cingulo-opercular). Temporally, RC was represented in the 2.5 - 4.1 seconds post-stimuli window and emerged in the alpha and beta frequency range. Finally, multimodal fusion analysis revealed the information carried in the representation is concordant with the theorised RC model relative to a model of cognitive effort in higher-order cortical networks. Altogether, the results further our understanding of what information is held during relational processing, highlight the spatially distributed nature of RC representations, and emphasise the importance of late frequency-resolved neural processes to resolve RC. Significance statement: Assessing cognitive abilities in human reasoning requires a cognitive framework that can define the complexity of a problem. Relational complexity (RC) theory has emerged as a robust framework, parameterising complexity based on the number of relations that must be processed in parallel to solve a problem's underlying relational representation. To investigate where or when the brain codes for this cognitive abstraction, our study examined multimodal whole-brain activity during short reasoning problems at various complexity levels. We found that higher-cortical networks coded a representation tracking the transition between complexity demands, emerging during late-stage cognitive processing. Our findings provide neuroscientific evidence for a neural coding of relational complexity, pinpointing the frequency-resolved dynamics associated with these mechanisms."
Temporal Prediction through Integration of Probability Distributions of Event Timings at Multiple Levels,"Yiyuan Teresa,Zenas C.,Yiyuan Teresa,Zenas C.,Yiyuan Teresa,Zenas C.","Our brain uses prior experience to anticipate the timing of upcoming events. This dynamical process can be modeled using a hazard function derived from the probability distribution of event timings. However, the contexts of an event can lead to various probability distributions for the same event, and it remains unclear how the brain integrates these distributions into a coherent temporal prediction. In this study, we create a local-global foreperiod paradigm consisting of a sequence of paired trials, where in each trial, participants respond to a target signal after a specified time interval (i.e. foreperiod) following a warning cue. The prediction of the target onset in the second trial can be based on the probability distribution of the second foreperiod (local level) and its conditional probability given the foreperiod in the first trial (global level). These probability distributions are then transformed into hazard functions to represent the local and global temporal predictions. Reaction times to the target signal are best explained by incorporating both local and global predictions, indicating that both levels of temporal information contribute to making predictions. We further show that electroencephalographic source signals are best reconstructed when integrating both predictions. Specifically, the local and global predictions are separately encoded in the posterior and anterior brain regions, and to achieve synergy between both predictions, a third region—particularly the right posterior cingulate area—is needed. Our study reveals brain networks that integrate multilevel temporal information, providing a comprehensive view of hierarchical predictive coding of time."
Role of dopamine in reward expectation and predictability during execution of action sequences,"Robin,Yifeng,Joanna,Haley,Nathalie,Patricia H,Youna,Robin,Yifeng,Joanna,Haley,Nathalie,Patricia H,Youna,Robin,Yifeng,Joanna,Haley,Nathalie,Patricia H,Youna","Reward-associated cues serve different functions depending on whether they precede or terminate action sequences. Cues that precede action sequences and signal opportunity for reward could serve as GO signals to initiate the sequence, whereas sequence termination cues could serve as response feedback by signaling reward delivery. Reward expectation during sequence execution depends on these cues and might condition whether behavior is habitual or goal-directed. However, it remains unknown how sequence initiation and termination cues differentially affect reward expectation and contribute to habit learning. Further, while mesolimbic dopamine plays a key role in cue-induced reward expectation and sequence learning, how dynamic changes in dopamine signals differ depending on the response strategy is unclear. Here, we determined how mesolimbic DA signals change over training during cue-mediated sequence learning, depending on the type of cue and the nature of behavioral control. We found sequence initiation and termination cues differentially affect reward expectation during action sequences, with the termination cue contributing to habit and automaticity. Distinct response strategies induced by sequence initiation and termination cues induced differential changes in mesolimbic DA signals that captured variations in reward expectation along sequence execution. Notably, habit-like behavior induced by the sequence termination cue was associated with a rapid shift in DA signals from reward retrieval to the cue. This habit-like behavior was reflected in behavioral inflexibility and attenuated DA reward prediction error signals. Finally, using optogenetics, we provide evidence that phasic DA activity elicited by the sequence termination cue is critical for the development of habit-like behavior."
"Novel insights into , modulation by Lgi3-4: Implications in atrial fibrillation","Paula G.,Álvaro,Ángela,Francisco M.,María,María José,Elvira,Silvia,Elsa Carolina,María,Laura,José Antonio,Alberto,Marta,José,Carmen,Paula G.,Álvaro,Ángela,Francisco M.,María,María José,Elvira,Silvia,Elsa Carolina,María,Laura,José Antonio,Alberto,Marta,José,Carmen,Paula G.,Álvaro,Ángela,Francisco M.,María,María José,Elvira,Silvia,Elsa Carolina,María,Laura,José Antonio,Alberto,Marta,José,Carmen",
"The GLP-1 analogue, exendin-4, improves bone material properties and strength through a central relay in ovariectomized mice","Morgane,Jessica,Aleksandra,Emma,Fiona M.,Frank,Christophe,Celine,Guillaume,Morgane,Jessica,Aleksandra,Emma,Fiona M.,Frank,Christophe,Celine,Guillaume,Morgane,Jessica,Aleksandra,Emma,Fiona M.,Frank,Christophe,Celine,Guillaume","Glucagon-like peptide-1 (GLP-1) has previously been shown to be indispensable for optimal bone strength by acting at the bone material level. However, it was not fully clear whether the effects of GLP-1 were mediated by direct or indirect actions on bone cells. In the present study, we were unable to demonstrate the expression of the GLP-1 receptor (GLP-1r) in bone tissue at the gene expression level using qPCR and in situ hybridization, or at the protein level. Furthermore, the peripheral administration of exendin-4, a specific GLP-1r agonist, in ovariectomized (OVX) BALB/c mice enhanced post-yield displacement (18%) and energy-to-fracture (24%), as well as bone volume/total volume (BV/TV) (11%), trabecular number (Tb.N) (6%), and collagen maturity (18%). These bone effects were still observed when exendin-4 was centrally administered into the lateral cerebral ventricle. On the other hand, the peripheral administration of exendin-4 coupled to bovine serum albumin, a GLP-1r agonist that cannot penetrate the brain, failed to replicate the positive effects on bone despite increased calcitonin secretion. Altogether, these data confirm that GLP-1r agonists represent an interesting approach for managing bone fragility due to ovariectomy, but also suggest that GLP-1r agonists require a central relay yet to be identified to exert positive effects on bone physiology. Further studies are needed to decipher the mechanisms of action of GLP-1 and GLP-1r agonists on bone physiology."
